Date,Close
2020-09-16,1520.9
2020-09-17,1495.53
2020-09-18,1459.99
2020-09-21,1431.16
2020-09-22,1465.46
2020-09-23,1415.21
2020-09-24,1428.29
2020-09-25,1444.96
2020-09-28,1464.52
2020-09-29,1469.33
2020-09-30,1469.6
2020-10-01,1490.09
2020-10-02,1458.42
2020-10-05,1486.02
2020-10-06,1453.44
2020-10-07,1460.29
2020-10-08,1485.93
2020-10-09,1515.22
2020-10-12,1569.15
2020-10-13,1571.68
2020-10-14,1568.08
2020-10-15,1559.13
2020-10-16,1573.01
2020-10-19,1534.61
2020-10-20,1555.93
2020-10-21,1593.31
2020-10-22,1615.33
2020-10-23,1641
2020-10-26,1590.45
2020-10-27,1604.26
2020-10-28,1516.62
2020-10-29,1567.24
2020-10-30,1621.01
2020-11-02,1626.03
2020-11-03,1650.21
2020-11-04,1749.13
2020-11-05,1763.37
2020-11-06,1761.75
2020-11-09,1763
2020-11-10,1740.39
2020-11-11,1752.71
2020-11-12,1749.84
2020-11-13,1777.02
2020-11-16,1781.38
2020-11-17,1770.15
2020-11-18,1746.78
2020-11-19,1763.92
2020-11-20,1742.19
2020-11-23,1734.86
2020-11-24,1768.88
2020-11-25,1771.43
2020-11-27,1793.19
2020-11-30,1760.74
2020-12-01,1798.1
2020-12-02,1827.95
2020-12-03,1826.77
2020-12-04,1827.99
2020-12-07,1819.48
2020-12-08,1818.55
2020-12-09,1784.13
2020-12-10,1775.33
2020-12-11,1781.77
2020-12-14,1760.06
2020-12-15,1767.77
2020-12-16,1763
2020-12-17,1747.9
2020-12-18,1731.01
2020-12-21,1739.37
2020-12-22,1723.5
2020-12-23,1732.38
2020-12-24,1738.85
2020-12-28,1776.09
2020-12-29,1758.72
2020-12-30,1739.52
